C:\Users\james\Desktop\Data\IMG\center_2019_01_20_23_38_52_543.jpg, C:\Users\james\Desktop\Data\IMG\left_2019_01_20_23_38_52_543.jpg, C:\Users\james\Desktop\Data\IMG\right_2019_01_20_23_38_52_543.jpg, 0, 0, 0, 0.4547659
C:\Users\james\Desktop\Data\IMG\center_2019_01_20_23_38_52_652.jpg, C:\Users\james\Desktop\Data\IMG\left_2019_01_20_23_38_52_652.jpg, C:\Users\james\Desktop\Data\IMG\right_2019_01_20_23_38_52_652.jpg, 0, 0, 0, 0.447429
C:\Users\james\Desktop\Data\IMG\center_2019_01_20_23_38_52_753.jpg, C:\Users\james\Desktop\Data\IMG\left_2019_01_20_23_38_52_753.jpg, C:\Users\james\Desktop\Data\IMG\right_2019_01_20_23_38_52_753.jpg, 0, 0, 0, 0.4413519
C:\Users\james\Desktop\Data\IMG\center_2019_01_20_23_38_52_859.jpg, C:\Users\james\Desktop\Data\IMG\left_2019_01_20_23_38_52_859.jpg, C:\Users\james\Desktop\Data\IMG\right_2019_01_20_23_38_52_859.jpg, 0, 0, 0, 0.4353657
C:\Users\james\Desktop\Data\IMG\center_2019_01_20_23_38_52_961.jpg, C:\Users\james\Desktop\Data\IMG\left_2019_01_20_23_38_52_961.jpg, C:\Users\james\Desktop\Data\IMG\right_2019_01_20_23_38_52_961.jpg, 0, 0, 0, 0.4294394
C:\Users\james\Desktop\Data\IMG\center_2019_01_20_23_38_53_065.jpg, C:\Users\james\Desktop\Data\IMG\left_2019_01_20_23_38_53_065.jpg, C:\Users\james\Desktop\Data\IMG\right_2019_01_20_23_38_53_065.jpg, 0, 0, 0, 0.4224066
C:\Users\james\Desktop\Data\IMG\center_2019_01_20_23_38_53_169.jpg, C:\Users\james\Desktop\Data\IMG\left_2019_01_20_23_38_53_169.jpg, C:\Users\james\Desktop\Data\IMG\right_2019_01_20_23_38_53_169.jpg, 0, 0, 0, 0.4166106
C:\Users\james\Desktop\Data\IMG\center_2019_01_20_23_38_53_272.jpg, C:\Users\james\Desktop\Data\IMG\left_2019_01_20_23_38_53_272.jpg, C:\Users\james\Desktop\Data\IMG\right_2019_01_20_23_38_53_272.jpg, 0, 0, 0, 0.410873
C:\Users\james\Desktop\Data\IMG\center_2019_01_20_23_38_53_376.jpg, C:\Users\james\Desktop\Data\IMG\left_2019_01_20_23_38_53_376.jpg, C:\Users\james\Desktop\Data\IMG\right_2019_01_20_23_38_53_376.jpg, 0, 0, 0, 0.4051926
C:\Users\james\Desktop\Data\IMG\center_2019_01_20_23_38_53_479.jpg, C:\Users\james\Desktop\Data\IMG\left_2019_01_20_23_38_53_479.jpg, C:\Users\james\Desktop\Data\IMG\right_2019_01_20_23_38_53_479.jpg, 0, 0, 0, 0.399569
